233,125,702822,'10-28-14
233,126,702894,'30-20-30
233,127,702807,'34-04-34
233,128,702834,'24-34-12
233,129,702870,'16-02-28
233,130,702197,'08-14-20
233,131,702846,'08-26-36
233,132,703006,'04-18-12
233,133,702659,'14-04-30
233,134,4600041,'14-00-18
233,135,702882,'06-24-30
233,136,702808,'21-11-05
233,137,4600042,'00-06-32
233,138,702895,'02-12-26
233,139,4600086,24-14-36
233,140,702823,'04-06-00
233,141,702859,'06-28-06
233,142,702799,'06-12-18
233,143,702835,'25-27-05
233,144,703007,'28-34-08
233,145,702809,'12-38-28
233,146,702847,'00-18-32
233,147,702871,'22-28-38
233,148,702685,'06-28-34
233,149,702661,'30-08-30
233,150,702883,'00-26-32
233,151,702686,'12-30-00
233,152,702810,'22-32-06
233,153,702860,'18-28-34
233,154,702662,'30-20-14
233,155,702824,'34-24-10
233,156,702896,'30-32-18
233,157,702811,'16-26-12
233,158,702836,'08-10-32
233,159,702872,'26-28-02
233,160,702687,'30-32-38
233,161,702848,'32-02-12
233,162,703008,'30-16-10
233,163,702663,'00-22-16
233,164,4600043,'30-04-26
233,165,4600073,'06-20-30
233,166,702812,'10-16-10
233,167,4600044,'20-26-12
233,168,702897,'10-20-02
233,169,4600045,'34-24-34
233,170,702825,'04-30-08
233,171,702861,'34-12-38
233,172,702664,'20-02-28
233,173,702837,'30-00-26
233,174,703009,'18-08-18
233,175,702813,'24-06-00
233,176,702849,'30-20-06
233,177,702873,'06-12-26
233,178,702688,'38-00-14
233,179,702665,'34-24-06
233,180,702885,'28-18-12
232,1,703034,'14-04-26
232,2,703010,'38-16-10
232,3,703118,'30-08-26
232,4,703058,'22-24-14
232,5,703082,'02-32-18
232,6,703154,'24-02-20
232,7,703011,'06-12-30
232,8,703094,'39-05-15
232,9,703130,'15-05-15
232,10,703035,'33-11-25
232,11,703106,'08-26-16
232,12,703166,'19-01-35
232,13,703059,'12-26-08
232,14,4600022,'08-26-00
232,15,703142,'28-34-12
232,16,703012,'34-16-02
232,17,4600023,'36-38-04
232,18,703155,'16-22-36
232,19,703036,'16-30-08
232,20,703083,'24-02-32
232,21,703119,'00-10-04
232,22,703060,'10-16-26
232,23,703095,'02-20-14
232,24,703167,'13-15-05
232,25,702082,'00-18-36
232,26,703107,'18-00-22
232,27,703131,'36-10-36
232,28,703037,'06-20-14
232,29,703061,'22-08-34
232,30,703143,'08-22-28
232,31,703038,'20-06-16
232,32,703062,'38-20-10
232,33,703120,'30-36-18
232,34,703014,'02-24-34
232,35,703084,'28-14-08
232,36,703156,'06-24-06
232,37,703063,'00-30-24
232,38,703000,'22-32-22
232,39,703132,'18-32-22
232,40,703039,'02-20-34
232,41,703108,'36-22-00
232,42,703168,'34-08-38
232,43,703015,'06-24-02
232,44,4600024,'38-24-18
232,45,703144,'06-08-26
232,46,703064,'35-01-35
232,47,4600025,'20-30-00
232,48,703157,'28-02-28
232,49,703040,'26-12-18
232,50,703085,'20-38-20
232,51,703121,'16-06-32
232,52,703016,'26-32-10
232,53,703097,'06-36-30
232,54,703169,'26-28-34
232,55,703065,'15-33-15
232,56,703109,'26-08-18
232,57,703133,'18-20-06
232,58,703041,'20-34-16
232,59,703017,'18-24-06
232,60,703145,'11-29-35
232,61,703042,'07-09-35
232,62,703018,'08-38-12
232,63,703122,'05-11-05
232,64,703066,'34-08-30
232,65,703086,'36-02-28
232,66,703158,'07-37-15
232,67,4600004,'18-20-02
232,68,703098,'32-22-08
232,69,703134,'25-03-25
232,70,703043,'32-02-32
232,71,703110,'12-22-32
232,72,703170,'18-08-02
232,73,703067,'24-38-28
232,74,4600026,'18-20-26
232,75,703146,'14-00-22
232,76,703020,'12-14-28
232,77,4600027,'06-24-18
232,78,703159,'30-16-06
232,79,703044,'14-16-02
232,80,703087,'26-00-26
232,81,703123,'18-24-14
232,82,703068,'38-28-38
232,83,703099,'38-04-14
232,84,703171,'06-20-30
232,85,703021,'00-10-32
232,86,703111,'20-30-04
232,87,703135,'10-16-22
232,88,703045,'16-22-32
232,89,703069,'27-01-35
232,90,703147,'22-00-34
232,91,703046,'32-14-32
232,92,703070,'32-18-28
232,93,703124,'09-31-25
232,94,703022,'02-12-30
232,95,703088,'38-04-34
232,96,703160,'16-02-32
232,97,703071,'18-20-26
232,98,703100,'04-10-32
232,99,703136,'12-14-20
232,100,703047,'10-32-22
232,101,703112,'14-20-30
232,102,703172,'08-26-12
232,103,703023,'02-20-06
232,104,4600028,'28-02-12
232,105,703148,'32-18-36
232,106,703072,'36-26-36
232,107,703057,'06-20-38
232,108,703161,'24-14-00
232,109,703048,'18-20-14
232,110,703089,'12-34-20
232,111,703125,'28-06-16
232,112,702024,'08-10-04
232,113,703101,'28-10-36
232,114,703173,'12-18-24
232,115,703073,'02-20-30
232,116,703113,'08-18-24
232,117,703137,'00-14-08
232,118,703049,'02-24-38
232,119,703025,'35-17-35
232,120,703149,'24-06-20
232,121,703050,'14-00-14
232,122,703074,'16-26-16
232,123,703126,'02-28-14
232,124,703026,'18-08-30
232,125,703090,'04-34-04
232,126,703162,'18-32-06
232,127,703075,'17-39-25
232,128,703102,'34-04-26
232,129,703138,'36-22-28
232,130,703051,'36-10-24
232,131,703114,'00-26-16
232,132,703174,'03-05-35
232,133,703027,'02-20-10
232,134,4600029,'28-10-24
232,135,703150,'02-08-18
232,136,703076,'16-26-00
232,137,4600030,'20-06-00
232,138,703163,'34-12-18
232,139,703052,'18-04-30
232,140,703091,'20-10-24
232,141,703127,'23-01-15
232,142,703028,'23-37-15
232,143,703103,'28-30-36
232,144,702606,'20-38-28
232,145,703077,'31-01-35
232,146,703115,'34-36-26
232,147,703139,'10-28-34
232,148,703053,'10-24-30
232,149,703029,'14-04-38
232,150,703151,'18-28-02
232,151,703054,'34-36-06
232,152,703078,'28-34-28
232,153,703128,'05-19-25
232,154,703030,'04-10-16
232,155,703092,'24-30-20
232,156,703164,'04-14-08
232,157,703079,'31-17-35
232,158,703104,'22-24-38
232,159,703140,'32-22-36
232,160,703055,'24-30-00
232,161,703116,'28-38-04
232,162,703176,'14-32-06
232,163,703031,'00-10-16
232,164,4600031,'34-04-30
232,165,703152,'03-21-35
232,166,703080,'00-06-28
232,167,4600032,'28-38-28
232,168,703165,'18-00-06
232,169,4600033,'36-38-12
232,170,703093,'36-18-04
232,171,703129,'38-28-22
232,172,703032,'24-14-36
232,173,703105,'37-03-25
232,174,703177,'02-28-22
232,175,703081,'10-16-38
232,176,703117,'26-04-38
232,177,703141,'24-38-04
232,178,703056,'00-02-32
232,179,4600001,'12-14-24
232,180,703153,'34-20-26
235,1,702498,'14-28-02
235,2,702474,'02-04-30
235,3,702582,'04-06-24
235,4,702522,'32-18-32
235,5,702546,'18-08-02
235,6,702618,'10-00-14
235,7,702475,'10-12-18
235,8,702558,'08-30-36
235,9,702594,'00-30-16
235,10,702499,'14-32-38
235,11,702570,'00-02-16
235,12,702630,'24-38-16
235,13,702523,'36-14-32
235,14,4600046,'12-22-32
235,15,702997,'08-14-32
235,16,702476,'20-38-12
235,17,4600047,'38-16-38
235,18,702619,'38-04-22
235,19,702433,'02-24-10
235,20,702547,'06-20-30
235,21,702583,'36-02-08
235,22,702524,'29-19-25
235,23,702559,'10-20-26
235,24,702631,'32-10-28
235,25,702477,'38-24-34
235,26,702571,'12-38-20
235,27,702595,'30-12-30
235,28,702501,'38-08-34
235,29,702525,'27-29-35
235,30,702607,'34-12-26
235,31,702502,'04-18-08
235,32,702526,'12-34-04
235,33,4600063,'10-20-06
235,34,702478,'08-14-36
235,35,702548,'08-26-12
235,36,702620,'13-03-25
235,37,702527,'06-36-18
235,38,702560,'29-31-05
235,39,702596,'32-34-00
235,40,702503,'08-14-24
235,41,702572,'10-24-38
235,42,702632,'08-34-08
235,43,702479,'00-30-08
235,44,4600048,'06-08-18
235,45,702608,'34-36-10
235,46,702797,'24-34-04
235,47,4600058,'38-08-18
235,48,702798,'02-24-02
235,49,702504,'04-22-12
235,50,702549,'12-18-24
235,51,702585,'30-32-06
235,52,702480,'38-00-22
235,53,702561,'12-02-20
235,54,702633,'36-38-28
235,55,702529,'34-20-10
235,56,702573,'12-22-08
235,57,702597,'04-06-12
235,58,702505,'24-14-24
235,59,702481,'39-05-35
235,60,702609,'20-34-00
235,61,702506,'20-38-32
235,62,702482,'16-06-00
235,63,702586,'34-00-22
235,64,702530,'24-34-08
235,65,702550,'03-05-35
235,66,702622,'34-04-22
235,67,702483,'10-28-02
235,68,702562,'22-04-34
235,69,702598,'12-34-28
235,70,702507,'12-26-04
235,71,702574,'36-14-08
235,72,702634,'30-36-06
235,73,702531,'03-17-35
235,74,4600050,'16-02-36
235,75,702610,'02-32-38
235,76,702484,'04-18-36
235,77,4600051,'36-06-12
235,78,702623,'04-26-36
235,79,702508,'12-30-04
235,80,702551,'28-10-16
235,81,702587,'01-23-05
235,82,702532,'32-38-12
235,83,702563,'11-21-15
235,84,702635,'38-20-38
235,85,702485,'12-22-00
235,86,702575,'26-36-14
235,87,702599,'16-38-16
235,88,702509,'20-34-04
235,89,702533,'16-02-20
235,90,702611,'22-24-02
235,91,702510,'32-18-00
235,92,702534,'32-22-04
235,93,702588,'18-36-14
235,94,702486,'20-22-08
235,95,702552,'14-32-06
235,96,702624,'00-30-12
235,97,702535,'31-01-15
235,98,702564,'18-28-10
235,99,4600067,'16-38-24
235,100,702511,'02-04-34
235,101,702576,'18-00-14
235,102,702636,'00-26-20
235,103,702487,'17-19-05
235,104,4600052,'02-04-22
235,105,702612,'31-09-35
235,106,702536,'16-06-24
235,107,702521,'06-08-22
235,108,702625,'16-02-08
235,109,702512,'26-00-18
235,110,702553,'02-28-22
235,111,702589,'14-04-34
235,112,702488,'04-22-00
235,113,702565,'36-18-12
235,114,702657,'36-14-04
235,115,702537,'26-08-26
235,116,702577,'04-14-20
235,117,702601,'24-06-24
235,118,702513,'26-16-22
235,119,702489,'37-23-05
235,120,702613,'13-19-05
235,121,702514,'22-12-02
235,122,702538,'36-06-36
235,123,702590,'04-10-28
235,124,702490,'34-24-18
235,125,702554,'22-32-18
235,126,702626,'10-00-10
235,127,702539,'05-35-05
235,128,702566,'30-16-22
235,129,702602,'12-14-08
235,130,702515,'11-01-15
235,131,702578,'28-02-36
235,132,702638,'30-32-10
235,133,702491,'12-14-04
235,134,4600053,'10-36-02
235,135,702614,'26-12-06
235,136,702540,'36-26-12
235,137,4600054,'38-20-14
235,138,702627,'06-28-02
235,139,702516,'32-38-16
235,140,702584,'28-06-20
235,141,702591,'34-12-06
235,142,702492,'38-00-34
235,143,702567,'36-38-20
235,144,702639,'00-10-28
235,145,702541,'02-20-26
235,146,702579,'02-04-26
235,147,702603,'36-26-20
235,148,702517,'10-32-18
235,149,702493,'16-06-28
235,150,702615,'35-21-15
235,151,702518,'34-36-02
235,152,702542,'24-10-32
235,153,702592,'36-14-20
235,154,702494,'36-02-20
235,155,702556,'16-02-16
235,156,702628,'38-04-38
235,157,702543,'18-24-34
235,158,702568,'24-14-08
235,159,702604,'36-18-00
235,160,702519,'25-11-25
235,161,702580,'22-12-18
235,162,702640,'16-18-24
235,163,702495,'22-28-10
235,164,4600055,'30-12-18
235,165,702616,'24-06-12
235,166,702544,'18-08-26
235,167,4600056,'36-22-28
235,168,702629,'02-08-34
235,169,4600057,'14-32-02
235,170,702557,'36-02-36
235,171,702593,'08-38-20
235,172,702496,'04-26-12
235,173,702569,'18-36-26
235,174,702641,'14-24-38
235,175,702545,'26-28-34
235,176,702581,'20-06-36
235,177,702605,'18-20-34
235,178,702520,'30-00-14
235,179,702497,'02-08-38
235,180,702617,'34-20-14
230,1,702366,'12-14-32
230,10,702367,'02-08-26
230,100,702379,'08-22-12
230,101,702335,'22-32-14
230,102,702468,'36-38-32
230,103,702355,'20-26-32
230,104,4600016,'08-34-28
230,105,702444,'34-16-34
230,106,702404,'14-32-22
230,107,702389,'38-28-06
230,108,702457,'32-38-24
230,109,702380,'36-38-24
230,11,702329,'18-08-14
230,110,702310,'08-30-04
230,111,702421,'00-30-04
230,112,702356,'00-30-36
230,113,702322,'00-10-24
230,114,702469,'19-33-15
230,115,702405,'38-24-30
230,116,702336,'28-06-00
230,117,4600003,'12-02-08
230,118,702381,'10-20-06
230,119,702357,'22-28-18
230,12,702462,'28-38-24
230,120,702445,'02-12-38
230,121,702382,'10-20-30
230,122,702406,'30-04-30
230,123,702422,'25-07-25
230,124,702358,'13-23-05
230,125,702311,'36-38-12
230,126,702458,'08-38-16
230,127,702407,'29-15-25
230,128,702323,'36-38-04
230,129,702434,'36-22-04
230,13,702391,'00-14-32
230,130,702383,'20-06-28
230,131,702337,'02-24-14
230,132,702470,'33-39-05
230,133,702359,'04-22-04
230,134,4600017,'16-38-04
230,135,702446,'16-18-00
230,136,702408,'12-02-32
230,137,4600018,'24-10-36
230,138,702459,'08-22-36
230,139,702384,'08-10-36
230,14,4600010,'34-00-06
230,140,702312,'20-02-12
230,141,702423,'18-00-10
230,142,702360,'22-04-26
230,143,702326,'16-22-00
230,144,702471,'38-08-14
230,145,702409,'02-12-34
230,146,702338,'02-28-18
230,147,702435,'36-10-20
230,148,702385,'10-12-26
230,149,702361,'37-27-05
230,15,702438,'18-28-06
230,150,702447,'14-00-18
230,151,702386,'36-22-32
230,152,702410,'28-38-32
230,153,702424,'28-30-16
230,154,702362,'20-34-28
230,155,702313,'04-26-08
230,156,702460,'06-32-26
230,157,702411,'09-31-05
230,158,702327,'10-36-26
230,159,702436,'34-12-02
230,16,702343,'10-28-18
230,160,702387,'01-15-25
230,161,702339,'22-04-30
230,162,702472,'00-02-28
230,163,702363,'27-37-15
230,164,4600019,'18-28-14
230,165,702448,'38-12-02
230,166,702412,'22-12-26
230,167,4600020,'04-06-24
230,168,702461,'28-02-20
230,169,4600021,'24-34-12
230,17,4600011,'14-28-14
230,170,702314,'24-26-12
230,171,702425,'10-32-10
230,172,702364,'28-10-04
230,173,702328,'04-30-24
230,174,702473,'20-38-24
230,175,702413,'02-16-10
230,176,702340,'05-31-25
230,177,702437,'02-16-06
230,178,702388,'37-15-25
230,179,702365,'20-10-36
230,18,702451,'32-02-08
230,180,702449,'14-24-34
230,19,702368,'00-10-36
230,2,702341,'09-15-25
230,20,702302,'04-14-32
230,21,702415,'34-24-14
230,22,702392,'30-04-38
230,23,702316,'10-36-14
230,24,702463,'27-33-15
230,25,702344,'28-18-04
230,26,702330,'30-36-10
230,27,4600002,'00-18-04
230,28,702369,'26-36-26
230,29,702393,'16-34-04
230,3,702414,'22-24-30
230,30,702439,'16-22-16
230,31,702370,'04-34-16
230,32,702394,'06-08-30
230,33,702416,'34-08-14
230,34,702346,'19-05-15
230,35,702303,'34-00-18
230,36,702452,'32-18-12
230,37,702395,'06-36-22
230,38,702317,'19-25-15
230,39,702428,'12-38-04
230,4,702390,'29-03-25
230,40,702371,'24-06-28
230,41,702331,'32-38-04
230,42,702464,'02-16-30
230,43,702347,'28-02-32
230,44,4600012,'22-04-10
230,45,702440,'35-25-15
230,46,702396,'06-32-14
230,47,4600013,'20-22-16
230,48,702453,'02-04-18
230,49,702372,'12-34-24
230,5,702301,'06-08-38
230,50,702306,'03-21-15
230,51,702417,'22-08-30
230,52,702348,'02-12-02
230,53,702318,'00-10-00
230,54,702465,'24-10-28
230,55,702397,'09-15-05
230,56,702332,'20-02-16
230,57,702429,'29-35-25
230,58,702373,'20-22-04
230,59,702349,'00-22-28
230,6,702450,'22-28-02
230,60,702441,'21-23-05
230,61,702374,'00-06-32
230,62,702350,'32-06-00
230,63,702418,'12-38-32
230,64,702398,'36-14-36
230,65,702307,'07-13-35
230,66,702454,'15-05-35
230,67,702351,'14-36-02
230,68,702319,'12-38-16
230,69,702430,'04-22-36
230,7,702342,'04-26-00
230,70,702375,'13-19-25
230,71,702333,'19-37-15
230,72,702466,'14-28-18
230,73,702399,'06-20-26
230,74,4600014,'34-08-14
230,75,702442,'20-34-20
230,76,702352,'02-16-22
230,77,4600015,'26-16-06
230,78,702455,'26-08-30
230,79,702376,'34-04-18
230,8,702315,'18-36-18
230,80,702308,'14-24-30
230,81,702419,'34-16-22
230,82,702400,'18-04-22
230,83,702320,'12-30-24
230,84,702467,'28-34-04
230,85,702353,'12-22-28
230,86,702334,'32-06-20
230,87,702431,'12-02-36
230,88,702377,'18-28-38
230,89,702401,'34-20-06
230,9,702426,'13-27-05
230,90,702443,'24-30-16
230,91,702378,'08-10-24
230,92,702402,'30-16-34
230,93,702420,'24-14-20
230,94,702354,'12-02-24
230,95,702309,'13-35-25
230,96,702456,'14-16-10
230,97,702403,'17-31-05
230,98,702321,'30-00-22
230,99,702432,'02-32-02
